Job_ID,Title,Location,Area,Field
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA","Internship - PhD",Hardware
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA","Internship - PhD",Research
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA","Internship - PhD","Machine Learning"
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA",AR/VR,Engineering
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA",AR/VR,Hardware
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA",AR/VR,Research
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA",AR/VR,"Machine Learning"
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA","Facebook Reality Labs",Engineering
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA","Facebook Reality Labs",Hardware
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA","Facebook Reality Labs",Research
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA","Facebook Reality Labs","Machine Learning"
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA",Research,Engineering
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA",Research,Hardware
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA",Research,Research
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA",Research,"Machine Learning"
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA",Oculus,Engineering
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA",Oculus,Hardware
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA",Oculus,Research
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Redmond, WA",Oculus,"Machine Learning"
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA","Internship - PhD",Engineering
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA","Internship - PhD",Hardware
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA","Internship - PhD",Research
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA","Internship - PhD","Machine Learning"
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA",AR/VR,Engineering
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA",AR/VR,Hardware
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA",AR/VR,Research
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA",AR/VR,"Machine Learning"
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA","Facebook Reality Labs",Engineering
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA","Facebook Reality Labs",Hardware
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA","Facebook Reality Labs",Research
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA","Facebook Reality Labs","Machine Learning"
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA",Research,Engineering
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA",Research,Hardware
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA",Research,Research
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA",Research,"Machine Learning"
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA",Oculus,Engineering
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA",Oculus,Hardware
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA",Oculus,Research
572676997490970,"Research Scientist Intern, Intelligent Image Processing (PhD)","Sunnyvale, CA",Oculus,"Machine Learning"
264809415713823,"Client Partner, e-Commerce Marketplaces",Singapore,Facebook,Sales
264809415713823,"Client Partner, e-Commerce Marketplaces",Singapore,Facebook,"Business Development"
645863126446251,"Lead VFX Artist - Ready at Dawn","Remote, US",Oculus,Games
645863126446251,"Lead VFX Artist - Ready at Dawn","Irvine, CA",Oculus,Games
1979256662234777,"Industry Manager - Entertainment & Media ","Tel Aviv, Israel","Sales & Marketing",Sales
1979256662234777,"Industry Manager - Entertainment & Media ","Tel Aviv, Israel","Sales & Marketing","Business Development"
1979256662234777,"Industry Manager - Entertainment & Media ","Tel Aviv, Israel","Sales & Marketing","Client Solutions"
1979256662234777,"Industry Manager - Entertainment & Media ","Tel Aviv, Israel","Sales & Marketing",Media
486579532644057,"Program Manager, APAC, Creative Shop ",Singapore,"Sales & Marketing",Sales
486579532644057,"Program Manager, APAC, Creative Shop ",Singapore,"Sales & Marketing","Program Management"
486579532644057,"Program Manager, APAC, Creative Shop ",Singapore,Creative,Sales
486579532644057,"Program Manager, APAC, Creative Shop ",Singapore,Creative,"Program Management"
486228179158239,"Client Solutions Manager, Greater China","Hong Kong","Sales & Marketing",Sales
365677181503218,"Designer, AR - Instagram","Menlo Park, CA",AR/VR,Design
365677181503218,"Designer, AR - Instagram","Menlo Park, CA","Design & User Experience",Design
365677181503218,"Designer, AR - Instagram","Remote, US",AR/VR,Design
365677181503218,"Designer, AR - Instagram","Remote, US","Design & User Experience",Design
365677181503218,"Designer, AR - Instagram","San Francisco, CA",AR/VR,Design
365677181503218,"Designer, AR - Instagram","San Francisco, CA","Design & User Experience",Design
644836523176310,"Content Policy Director ","Menlo Park, CA","Communications & Public Policy","Public Policy"
644836523176310,"Content Policy Director ","Washington, DC","Communications & Public Policy","Public Policy"
576071756835272,"Vice President, Direct Sales, Business Products","Austin, TX","Sales & Marketing",Sales
576071756835272,"Vice President, Direct Sales, Business Products","Menlo Park, CA","Sales & Marketing",Sales
576071756835272,"Vice President, Direct Sales, Business Products","New York, NY","Sales & Marketing",Sales
576071756835272,"Vice President, Direct Sales, Business Products","San Francisco, CA","Sales & Marketing",Sales
576071756835272,"Vice President, Direct Sales, Business Products","Miami, FL","Sales & Marketing",Sales
3101945163354383,"Hardware Engineer Intern, uLED Optics & Display Group (BS/MS)",Others,AR/VR,"Computer Vision"
837392443796653,"Technical Program Manager - AR/VR Products Software Integration","Remote, US",AR/VR,"Program Management"
837392443796653,"Technical Program Manager - AR/VR Products Software Integration","Burlingame, CA",AR/VR,"Program Management"
2123294934493376,"Research Scientist, Systems and Infrastructure (PhD) | Chercheur scientifique, Systèmes et infrastructure (Doctorat)","Remote, Canada",Infrastructure,Engineering
2123294934493376,"Research Scientist, Systems and Infrastructure (PhD) | Chercheur scientifique, Systèmes et infrastructure (Doctorat)","Remote, Canada","Software Engineering",Engineering
2123294934493376,"Research Scientist, Systems and Infrastructure (PhD) | Chercheur scientifique, Systèmes et infrastructure (Doctorat)","Remote, Canada","University Grad - Engineering, Tech & Design",Engineering
2123294934493376,"Research Scientist, Systems and Infrastructure (PhD) | Chercheur scientifique, Systèmes et infrastructure (Doctorat)","Remote, Canada","University Grad - PhD & Postdoc",Engineering
2123294934493376,"Research Scientist, Systems and Infrastructure (PhD) | Chercheur scientifique, Systèmes et infrastructure (Doctorat)","Toronto, ON",Infrastructure,Engineering
2123294934493376,"Research Scientist, Systems and Infrastructure (PhD) | Chercheur scientifique, Systèmes et infrastructure (Doctorat)","Toronto, ON","Software Engineering",Engineering
2123294934493376,"Research Scientist, Systems and Infrastructure (PhD) | Chercheur scientifique, Systèmes et infrastructure (Doctorat)","Toronto, ON","University Grad - Engineering, Tech & Design",Engineering
2123294934493376,"Research Scientist, Systems and Infrastructure (PhD) | Chercheur scientifique, Systèmes et infrastructure (Doctorat)","Toronto, ON","University Grad - PhD & Postdoc",Engineering
196191238990513,"Director, Technical Program Management - Infrastructure Product and Platforms","Menlo Park, CA",Infrastructure,"Program Management"
196191238990513,"Director, Technical Program Management - Infrastructure Product and Platforms","Menlo Park, CA",Facebook,"Program Management"
196191238990513,"Director, Technical Program Management - Infrastructure Product and Platforms","Menlo Park, CA","Technical Program Management","Program Management"
196191238990513,"Director, Technical Program Management - Infrastructure Product and Platforms","Seattle, WA",Infrastructure,"Program Management"
196191238990513,"Director, Technical Program Management - Infrastructure Product and Platforms","Seattle, WA",Facebook,"Program Management"
196191238990513,"Director, Technical Program Management - Infrastructure Product and Platforms","Seattle, WA","Technical Program Management","Program Management"
196191238990513,"Director, Technical Program Management - Infrastructure Product and Platforms","Bellevue, WA",Infrastructure,"Program Management"
196191238990513,"Director, Technical Program Management - Infrastructure Product and Platforms","Bellevue, WA",Facebook,"Program Management"
196191238990513,"Director, Technical Program Management - Infrastructure Product and Platforms","Bellevue, WA","Technical Program Management","Program Management"
223380439750535,"Experience Design Manager, Creative Shop Labs","Austin, TX","Design & User Experience","Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Austin, TX",Creative,"Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Menlo Park, CA","Design & User Experience","Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Menlo Park, CA",Creative,"Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","New York, NY","Design & User Experience","Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","New York, NY",Creative,"Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Remote, US","Design & User Experience","Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Remote, US",Creative,"Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Los Angeles, CA","Design & User Experience","Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Los Angeles, CA",Creative,"Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","San Francisco, CA","Design & User Experience","Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","San Francisco, CA",Creative,"Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Chicago, IL","Design & User Experience","Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Chicago, IL",Creative,"Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Miami, FL","Design & User Experience","Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Miami, FL",Creative,"Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Atlanta, GA","Design & User Experience","Business Marketing"
223380439750535,"Experience Design Manager, Creative Shop Labs","Atlanta, GA",Creative,"Business Marketing"
317527193572920,"Content Designer | Concepteur de contenu","Remote, Canada","Design & User Experience","Content Strategy"
335163094902819,"Gaming Marketing Manager, Americas","Menlo Park, CA","Sales & Marketing","Business Marketing"
335163094902819,"Gaming Marketing Manager, Americas","Los Angeles, CA","Sales & Marketing","Business Marketing"
335163094902819,"Gaming Marketing Manager, Americas","San Francisco, CA","Sales & Marketing","Business Marketing"
2085975465042923,"Product Designer, WhatsApp ","Menlo Park, CA","Design & User Experience",Design
601198817893684,"Marketing Science Partner","São Paulo, Brazil",Facebook,"Marketing Science"
421470449418757,"Director Data Engineering","Menlo Park, CA","Enterprise Engineering","Data Engineering"
421470449418757,"Director Data Engineering","Remote, US","Enterprise Engineering","Data Engineering"
351044463346912,"FRL Research Eye Tracking Software Engineering Manager","Redmond, WA",AR/VR,"3D Software Engineering"
252416096756644,"Software Engineering Manager, Graphics","Burlingame, CA",AR/VR,Engineering
252416096756644,"Software Engineering Manager, Graphics","Burlingame, CA","Facebook Reality Labs",Engineering
252416096756644,"Software Engineering Manager, Graphics","Burlingame, CA",Oculus,Engineering
612512706525278,"Client Partner Manager, D2C & Disruptors","Tokyo, Japan","Sales & Marketing",Sales
612512706525278,"Client Partner Manager, D2C & Disruptors","Tokyo, Japan","Sales & Marketing",Marketing
1014204902509604,"Content Strategist","Menlo Park, CA",,
1014204902509604,"Content Strategist","New York, NY",,
1014204902509604,"Content Strategist","Remote, US",,
1014204902509604,"Content Strategist","San Francisco, CA",,
461158428858119,"Technical and 3D Art Lead","Remote, US",AR/VR,"3D Software Engineering"
461158428858119,"Technical and 3D Art Lead","Remote, US",AR/VR,Research
461158428858119,"Technical and 3D Art Lead","Remote, US",AR/VR,Games
461158428858119,"Technical and 3D Art Lead","Remote, US",AR/VR,"3D Product Design"
461158428858119,"Technical and 3D Art Lead","Burlingame, CA",AR/VR,"3D Software Engineering"
461158428858119,"Technical and 3D Art Lead","Burlingame, CA",AR/VR,Research
461158428858119,"Technical and 3D Art Lead","Burlingame, CA",AR/VR,Games
461158428858119,"Technical and 3D Art Lead","Burlingame, CA",AR/VR,"3D Product Design"
380138540312140,"Software Engineer (Leadership) - Reality Labs","Zurich, Switzerland","Facebook Reality Labs",Engineering
1164690860935979,"Software Engineer - Meta Reality Labs Security Engineering","Seattle, WA",AR/VR,Engineering
1164690860935979,"Software Engineer - Meta Reality Labs Security Engineering","Seattle, WA",Oculus,Engineering
1164690860935979,"Software Engineer - Meta Reality Labs Security Engineering","Seattle, WA",Security,Engineering
1164690860935979,"Software Engineer - Meta Reality Labs Security Engineering","Redmond, WA",AR/VR,Engineering
1164690860935979,"Software Engineer - Meta Reality Labs Security Engineering","Redmond, WA",Oculus,Engineering
1164690860935979,"Software Engineer - Meta Reality Labs Security Engineering","Redmond, WA",Security,Engineering
1164690860935979,"Software Engineer - Meta Reality Labs Security Engineering","Remote, US",AR/VR,Engineering
1164690860935979,"Software Engineer - Meta Reality Labs Security Engineering","Remote, US",Oculus,Engineering
1164690860935979,"Software Engineer - Meta Reality Labs Security Engineering","Remote, US",Security,Engineering
1164690860935979,"Software Engineer - Meta Reality Labs Security Engineering","Burlingame, CA",AR/VR,Engineering
1164690860935979,"Software Engineer - Meta Reality Labs Security Engineering","Burlingame, CA",Oculus,Engineering
1164690860935979,"Software Engineer - Meta Reality Labs Security Engineering","Burlingame, CA",Security,Engineering
1306048493205585,"Android NDK Engineer","Menlo Park, CA","Software Engineering",Engineering
1306048493205585,"Android NDK Engineer","Seattle, WA","Software Engineering",Engineering
1306048493205585,"Android NDK Engineer","Boston, MA","Software Engineering",Engineering
1306048493205585,"Android NDK Engineer","New York, NY","Software Engineering",Engineering
1306048493205585,"Android NDK Engineer","Redmond, WA","Software Engineering",Engineering
1306048493205585,"Android NDK Engineer","Remote, US","Software Engineering",Engineering
1306048493205585,"Android NDK Engineer","Los Angeles, CA","Software Engineering",Engineering
1306048493205585,"Android NDK Engineer","San Francisco, CA","Software Engineering",Engineering
1306048493205585,"Android NDK Engineer","Bellevue, WA","Software Engineering",Engineering
485019876375394,"Client Solutions Manager - FMCG","London, UK","Sales & Marketing",Sales
340625150728475,"Legal Project Manager","Menlo Park, CA","Legal, Finance, Facilities & Admin",Legal
340625150728475,"Legal Project Manager","Menlo Park, CA","Legal, Finance, Facilities & Admin",Marketing
340625150728475,"Legal Project Manager","Menlo Park, CA","Product Management",Legal
340625150728475,"Legal Project Manager","Menlo Park, CA","Product Management",Marketing
340625150728475,"Legal Project Manager","Remote, US","Legal, Finance, Facilities & Admin",Legal
340625150728475,"Legal Project Manager","Remote, US","Legal, Finance, Facilities & Admin",Marketing
340625150728475,"Legal Project Manager","Remote, US","Product Management",Legal
340625150728475,"Legal Project Manager","Remote, US","Product Management",Marketing
340625150728475,"Legal Project Manager","San Francisco, CA","Legal, Finance, Facilities & Admin",Legal
340625150728475,"Legal Project Manager","San Francisco, CA","Legal, Finance, Facilities & Admin",Marketing
340625150728475,"Legal Project Manager","San Francisco, CA","Product Management",Legal
340625150728475,"Legal Project Manager","San Francisco, CA","Product Management",Marketing
380737780015567,"Software Engineer, Capture Systems",Others,AR/VR,Engineering
380737780015567,"Software Engineer, Capture Systems",Others,"Software Engineering",Engineering
380737780015567,"Software Engineer, Capture Systems",Others,"Facebook Reality Labs",Engineering
380737780015567,"Software Engineer, Capture Systems",Others,Research,Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Pittsburgh, PA","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Pittsburgh, PA","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Austin, TX","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Austin, TX","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Menlo Park, CA","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Menlo Park, CA","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Seattle, WA","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Seattle, WA","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Boston, MA","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Boston, MA","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","New York, NY","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","New York, NY","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Redmond, WA","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Redmond, WA","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Sunnyvale, CA","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Sunnyvale, CA","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Los Angeles, CA","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Los Angeles, CA","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Washington, DC","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Washington, DC","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","San Francisco, CA","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","San Francisco, CA","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Bellevue, WA","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Bellevue, WA","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Northridge, CA","Internship - Engineering, Tech & Design",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Northridge, CA","Software Engineering",Engineering
651492202876559,"Software Engineer, Intern/Co-Op","Fremont, CA","Internship - Engineering, Tech & Design",Engineering
